tv_day,cluster_id,device_id,rank,distance
2023-03-03,2373,67269c96-3c49-4825-a69c-963c498825f9,1,0.146669901
2023-03-03,2373,69730160-8c8c-429a-b301-608c8c029a54,3,0.145273449
2023-03-03,2373,404e8e24-6f24-4454-8e8e-246f24d454df,4,0.148253527
2023-03-03,2373,7f0618dd-837b-4093-8618-dd837bc0930d,5,0.13959629
2023-03-03,2373,d13a5a57-8a90-423a-ba5a-578a90823ad4,8,0.144494494
2023-03-03,2373,27dbbbdf-88b0-4835-9bbb-df88b0a83589,9,0.153428143
2023-03-03,2373,d1bcad07-016d-4374-bcad-07016dc374be,10,0.160809564
2023-03-03,2373,3ebe9109-0746-4ad7-be91-090746dad7ac,11,0.161966051
2023-03-03,2373,65da7afa-a023-4c73-9a7a-faa0231c73e7,13,0.127041707
2023-03-03,2373,6685c7f2-c09c-4b2c-85c7-f2c09cfb2cae,15,0.153603744
2023-03-03,5032,866bb2b1-dee8-4dca-abb2-b1dee80dca22,1,0.129269243
2023-03-03,5032,46972b08-e070-472e-972b-08e070772e0b,2,0.148637486
2023-03-03,5032,17084f45-5339-4125-884f-455339d125c5,3,0.133854204
2023-03-03,5032,20988aa3-d537-40ef-988a-a3d53710ef4d,4,0.146556127
2023-03-03,5032,86d431bf-3212-4ec9-9431-bf32126ec955,5,0.128698818
2023-03-03,5032,408935f4-c2f2-43dc-8935-f4c2f203dcfe,6,0.135612156
2023-03-03,5032,aefa5820-0cc1-436a-ba58-200cc1936af5,8,0.127784922
2023-03-03,5032,480cfde6-7d20-4a3b-8cfd-e67d202a3b70,9,0.137195279
2023-03-03,5032,148d496a-a401-4a86-8d49-6aa4017a8669,10,0.116107724
2023-03-03,5032,ffd2d25c-cf8b-432d-92d2-5ccf8bb32d05,12,0.141737234
2023-03-03,5036,15cb98dd-01c4-4bbe-8b98-dd01c4fbbec7,1,0.124755027
2023-03-03,5036,c27ee4c8-e229-480b-bee4-c8e229680bb5,2,0.135913836
2023-03-03,5036,cf987b77-56f0-42fa-987b-7756f012fac7,3,0.120584961
2023-03-03,5036,9f272dc2-22e3-46ea-a72d-c222e336ea51,4,0.13789511
2023-03-03,5036,408935f4-c2f2-43dc-8935-f4c2f203dcfe,5,0.135612156
2023-03-03,5036,a9a9a39a-0f47-42c9-a9a3-9a0f4782c92b,6,0.109927123
2023-03-03,5036,619b4d54-fe24-4d21-9b4d-54fe247d21a7,7,0.12886838
2023-03-03,5036,9c2dad68-18ca-4e4a-adad-6818ca8e4a00,8,0.127647973
2023-03-03,5036,25dd04f8-f66a-459c-9d04-f8f66a059c79,9,0.129018177
2023-03-03,5036,6335321d-ded3-4de0-b532-1dded32de08a,10,0.137079557
2023-03-03,7552,fb7e1c0c-130c-48d5-be1c-0c130c78d5ad,1,0.121353747
2023-03-03,7552,69a6f51f-1be1-46b3-a6f5-1f1be116b348,2,0.102596729
2023-03-03,7552,b03f459f-3b63-4400-bf45-9f3b639400bc,4,0.128536243
2023-03-03,7552,cdfc1aa5-9c22-46ab-bc1a-a59c2216ab7e,5,0.114576161
2023-03-03,7552,81ae9bcc-927a-45e6-ae9b-cc927a35e655,6,0.109879786
2023-03-03,7552,27cba26e-059c-4896-8ba2-6e059cb8968c,7,0.099598508
2023-03-03,7552,ca60879e-94d4-4e9d-a087-9e94d4de9d82,8,0.118560733
2023-03-03,7552,1d701216-048e-45a3-b012-16048e95a311,9,0.120888778
2023-03-03,7552,2830cf73-2f12-4834-b0cf-732f1288343b,10,0.103285486
2023-03-03,7552,610a0282-77d1-4605-8a02-8277d1960514,11,0.109993917
2023-03-03,10302,7212895c-3bf3-4674-9289-5c3bf376740f,1,0.139142296
